"common_name","cpue_kg_per_ha_der","date_dim$full_date","date_dim$year","depth_m","field_identified_taxonomy_dim$scientific_name","latitude_dd","leg","longitude_dd","partition","pass","performance","project","sampling_end_hhmmss","sampling_start_hhmmss","scientific_name","station_code","statistical_partition_dim$statistical_partition_type","subsample_count","subsample_wt_kg","target_station_design_dim$stn_invalid_for_trawl_date_whid","total_catch_numbers","total_catch_wt_kg","trawl_id","vessel"
"darkblotched rockfish","0.000061697360","2004-09-29 00:00:00","2004","269.2000","Sebastes crameri","35.52777778","4","-121.22888889","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","141902","140302","Sebastes crameri","15550","NA","7","1.0000","0","7","1.0000","200403008146","Excalibur"
"darkblotched rockfish","0.000012148564","2004-09-29 00:00:00","2004","208.3000","Sebastes crameri","35.52500000","4","-121.19361111","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","155113","153349","Sebastes crameri","15551","NA","2","0.2500","0","2","0.2500","200403008147","Excalibur"
"darkblotched rockfish","0.000035225447","2004-09-29 00:00:00","2004","184.0000","Sebastes crameri","35.50750000","4","-121.16027778","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","171852","170252","Sebastes crameri","15552","NA","6","0.6000","0","6","0.6000","200403008148","Excalibur"
"darkblotched rockfish","0.000075375408","2004-10-03 00:00:00","2004","273.0000","Sebastes crameri","34.63361111","4","-120.87166667","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","151957","150245","Sebastes crameri","16470","NA","6","1.2000","0","6","1.2000","200403008164","Excalibur"
"darkblotched rockfish","0.000013332542","2004-10-04 00:00:00","2004","223.8000","Sebastes crameri","35.31638889","4","-121.04916667","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","110616","104910","Sebastes crameri","15762","NA","2","0.2600","0","2","0.2600","200403008167","Excalibur"
"darkblotched rockfish","0.000213969919","2004-05-27 00:00:00","2004","285.2000","Sebastes crameri","46.79277778","1","-124.87055556","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","181339","175457","Sebastes crameri","6800","NA","6","4.2000","0","6","4.2000","200403010005","Ms. Julie"
"darkblotched rockfish","0.000170754095","2004-06-10 00:00:00","2004","402.3000","Sebastes crameri","45.38888889","2","-124.67166667","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","101809","100145","Sebastes crameri","8250","NA","3","2.9000","0","3","2.9000","200403010049","Ms. Julie"
"darkblotched rockfish","0.011350825755","2004-06-10 00:00:00","2004","154.3000","Sebastes crameri","45.20444444","2","-124.21777778","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","154555","152831","Sebastes crameri","8471","NA","100","31.1000","0","616","191.4500","200403010051","Ms. Julie"
"darkblotched rockfish","0.000130123712","2004-06-10 00:00:00","2004","364.2000","Sebastes crameri","45.16361111","2","-124.50194444","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","185121","183439","Sebastes crameri","8498","NA","6","2.1500","0","6","2.1500","200403010052","Ms. Julie"
"darkblotched rockfish","0.000046488115","2004-06-11 00:00:00","2004","352.4000","Sebastes crameri","45.10250000","2","-124.47888889","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","061816","060004","Sebastes crameri","8569","NA","1","0.8500","0","1","0.8500","200403010053","Ms. Julie"
"darkblotched rockfish","0.001974060836","2004-06-12 00:00:00","2004","404.0000","Sebastes crameri","44.54305556","2","-124.87388889","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","085330","083654","Sebastes crameri","9125","NA","34","31.8500","0","34","31.8500","200403010059","Ms. Julie"
"darkblotched rockfish","0.000100358009","2004-06-12 00:00:00","2004","416.7000","Sebastes crameri","44.57694444","2","-124.84277778","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","131937","130019","Sebastes crameri","9095","NA","2","1.9000","0","2","1.9000","200403010060","Ms. Julie"
"darkblotched rockfish","0.000026097196","2004-06-16 00:00:00","2004","154.5000","Sebastes crameri","43.45305556","2","-124.57444444","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","122513","120825","Sebastes crameri","10133","NA","8","0.4600","0","8","0.4600","200403010074","Ms. Julie"
"darkblotched rockfish","0.000265614130","2004-06-20 00:00:00","2004","255.1000","Sebastes crameri","43.87972222","3","-124.71694444","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","151736","150048","Sebastes crameri","9742","NA","14","4.3500","0","14","4.3500","200403010078","Ms. Julie"
"darkblotched rockfish","0.000147737637","2004-06-20 00:00:00","2004","357.9000","Sebastes crameri","43.84916667","3","-124.87722222","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","181817","180047","Sebastes crameri","9768","NA","3","2.6500","0","3","2.6500","200403010079","Ms. Julie"
"darkblotched rockfish","0.000045956142","2004-06-22 00:00:00","2004","274.3000","Sebastes crameri","43.14361111","3","-124.75277778","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","062315","060645","Sebastes crameri","10338","NA","2","0.8000","0","2","0.8000","200403010082","Ms. Julie"
"darkblotched rockfish","0.000034045198","2004-06-22 00:00:00","2004","127.3000","Sebastes crameri","43.05972222","3","-124.62750000","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","092523","090847","Sebastes crameri","10399","NA","8","0.5500","0","8","0.5500","200403010083","Ms. Julie"
"darkblotched rockfish","0.000751172994","2004-06-22 00:00:00","2004","205.6000","Sebastes crameri","42.62027778","3","-124.70000000","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","163922","162216","Sebastes crameri","10624","NA","29","11.6500","0","29","11.6500","200403010085","Ms. Julie"
"darkblotched rockfish","0.000077241971","2004-06-23 00:00:00","2004","162.9000","Sebastes crameri","42.35055556","3","-124.64666667","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","120013","114337","Sebastes crameri","10759","NA","4","1.2500","0","4","1.2500","200403010088","Ms. Julie"
"darkblotched rockfish","0.000133752933","2004-06-24 00:00:00","2004","275.5000","Sebastes crameri","42.15666667","3","-124.60472222","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","125611","123911","Sebastes crameri","10874","NA","4","2.4500","0","4","2.4500","200403010093","Ms. Julie"
"darkblotched rockfish","0.000045182998","2004-06-25 00:00:00","2004","137.9000","Sebastes crameri","41.87027778","3","-124.48861111","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","061731","060119","Sebastes crameri","11091","NA","4","0.6500","0","4","0.6500","200403010096","Ms. Julie"
"darkblotched rockfish","0.000289684488","2004-06-26 00:00:00","2004","246.3000","Sebastes crameri","41.02472222","3","-124.39444444","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","061055","055425","Sebastes crameri","11731","NA","5","4.0500","0","5","4.0500","200403010100","Ms. Julie"
"darkblotched rockfish","0.001357667198","2004-06-26 00:00:00","2004","350.8000","Sebastes crameri","40.90500000","3","-124.46388889","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","144544","142714","Sebastes crameri","11815","NA","26","25.0100","0","26","25.0100","200403010103","Ms. Julie"
"darkblotched rockfish","0.000085510150","2004-07-01 00:00:00","2004","288.6000","Sebastes crameri","39.03888889","3","-123.95388889","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","061002","055320","Sebastes crameri","13196","NA","3","1.4500","0","3","1.4500","200403010112","Ms. Julie"
"darkblotched rockfish","0.000028809457","2004-07-01 00:00:00","2004","117.4000","Sebastes crameri","38.51583333","3","-123.43805556","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","121556","115902","Sebastes crameri","13455","NA","7","0.4500","0","7","0.4500","200403010114","Ms. Julie"
"darkblotched rockfish","0.000028444626","2004-07-02 00:00:00","2004","139.7000","Sebastes crameri","38.20666667","3","-123.33750000","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","092802","091144","Sebastes crameri","13654","NA","3","0.4400","0","3","0.4400","200403010118","Ms. Julie"
"darkblotched rockfish","0.000100273247","2004-07-12 00:00:00","2004","291.9000","Sebastes crameri","34.75222222","4","-120.93388889","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","170152","164546","Sebastes crameri","16366","NA","5","1.7000","0","5","1.7000","200403010151","Ms. Julie"
"darkblotched rockfish","0.000008714081","2004-07-13 00:00:00","2004","204.1000","Sebastes crameri","34.94416667","4","-120.88694444","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","061218","055542","Sebastes crameri","16142","NA","1","0.1600","0","1","0.1600","200403010152","Ms. Julie"
"darkblotched rockfish","0.000213436163","2004-08-22 00:00:00","2004","246.3000","Sebastes crameri","46.56472222","1","-124.55083333","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","073322","071210","Sebastes crameri","7032","NA","8","3.7000","0","8","3.7000","200403015002","BJ Thomas"
"darkblotched rockfish","0.000054768101","2004-08-22 00:00:00","2004","109.0000","Sebastes crameri","46.78527778","1","-124.56833333","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","120135","114041","Sebastes crameri","6808","NA","15","1.0500","0","15","1.0500","200403015003","BJ Thomas"
"darkblotched rockfish","0.000028781928","2004-08-23 00:00:00","2004","109.9000","Sebastes crameri","46.93666667","1","-124.64388889","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","152842","151018","Sebastes crameri","6687","NA","7","0.4600","0","7","0.4600","200403015008","BJ Thomas"
"darkblotched rockfish","0.000010404502","2004-08-25 00:00:00","2004","115.4000","Sebastes crameri","47.60305556","1","-124.85583333","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","103654","101624","Sebastes crameri","5786","NA","2","0.1900","0","2","0.1900","200403015015","BJ Thomas"
"darkblotched rockfish","0.002729655932","2004-08-25 00:00:00","2004","172.1000","Sebastes crameri","47.67027778","1","-125.04472222","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","134401","131807","Sebastes crameri","5678","NA","97","33.9700","0","171","59.9900","200403015016","BJ Thomas"
"darkblotched rockfish","0.002170769464","2004-08-28 00:00:00","2004","154.0000","Sebastes crameri","47.36388889","1","-124.76944444","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","064931","063043","Sebastes crameri","6139","NA","99","41.8000","0","99","41.8000","200403015026","BJ Thomas"
"darkblotched rockfish","0.000144518641","2004-08-28 00:00:00","2004","130.3000","Sebastes crameri","46.69472222","1","-124.57833333","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","145955","144213","Sebastes crameri","6904","NA","17","2.0500","0","17","2.0500","200403015028","BJ Thomas"
"darkblotched rockfish","0.000012189375","2004-08-31 00:00:00","2004","128.0000","Sebastes crameri","46.07138889","2","-124.40416667","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","195334","193616","Sebastes crameri","7543","NA","3","0.2000","0","3","0.2000","200403015030","BJ Thomas"
"darkblotched rockfish","0.000020541039","2004-09-01 00:00:00","2004","251.9000","Sebastes crameri","45.77083333","2","-124.66583333","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","070936","064906","Sebastes crameri","7870","NA","1","0.4500","0","1","0.4500","200403015031","BJ Thomas"
"darkblotched rockfish","0.000035189327","2004-09-01 00:00:00","2004","235.3000","Sebastes crameri","45.72944444","2","-124.66333333","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","111357","105145","Sebastes crameri","7906","NA","2","0.8500","0","2","0.8500","200403015032","BJ Thomas"
"darkblotched rockfish","0.000110219559","2004-09-01 00:00:00","2004","275.1000","Sebastes crameri","45.67000000","2","-124.60555556","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","153809","151739","Sebastes crameri","7976","NA","5","2.2500","0","5","2.2500","200403015033","BJ Thomas"
"darkblotched rockfish","0.000329389810","2004-09-02 00:00:00","2004","194.1000","Sebastes crameri","45.36972222","2","-124.34083333","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","140150","134144","Sebastes crameri","8295","NA","16","6.8500","0","16","6.8500","200403015038","BJ Thomas"
"darkblotched rockfish","0.000149995141","2004-09-02 00:00:00","2004","219.6000","Sebastes crameri","45.40388889","2","-124.38805556","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","172342","170330","Sebastes crameri","8258","NA","9","2.9500","0","9","2.9500","200403015039","BJ Thomas"
"darkblotched rockfish","0.000004094783","2004-09-04 00:00:00","2004","130.7000","Sebastes crameri","45.06833333","2","-124.19500000","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","071033","065321","Sebastes crameri","8612","NA","1","0.0500","0","1","0.0500","200403015045","BJ Thomas"
"darkblotched rockfish","0.000216121828","2004-09-04 00:00:00","2004","273.1000","Sebastes crameri","45.03083333","2","-124.40527778","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","093129","091435","Sebastes crameri","8641","NA","12","4.4000","0","12","4.4000","200403015046","BJ Thomas"
"darkblotched rockfish","0.000256120973","2004-09-04 00:00:00","2004","313.1000","Sebastes crameri","44.93750000","2","-124.47416667","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","123329","121511","Sebastes crameri","8744","NA","11","4.7100","0","11","4.7100","200403015047","BJ Thomas"
"darkblotched rockfish","0.000179261245","2004-09-04 00:00:00","2004","236.7000","Sebastes crameri","44.83027778","2","-124.54250000","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","152445","150551","Sebastes crameri","8846","NA","2","0.6500","0","12","3.8640","200403015048","BJ Thomas"
"darkblotched rockfish","0.000008430067","2004-09-04 00:00:00","2004","141.9000","Sebastes crameri","44.86083333","2","-124.32722222","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","175126","173332","Sebastes crameri","8817","NA","2","0.1500","0","2","0.1500","200403015049","BJ Thomas"
"darkblotched rockfish","0.000048151162","2004-09-06 00:00:00","2004","230.1000","Sebastes crameri","44.43805556","2","-124.76861111","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","171352","165458","Sebastes crameri","9221","NA","3","1.1000","0","3","1.1000","200403015059","BJ Thomas"
"darkblotched rockfish","0.002468871402","2004-09-07 00:00:00","2004","127.5000","Sebastes crameri","44.07527778","2","-124.56000000","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","112557","110633","Sebastes crameri","9559","NA","25","10.5000","0","126","52.9720","200403015062","BJ Thomas"
"darkblotched rockfish","0.000038122891","2004-09-09 00:00:00","2004","294.8000","Sebastes crameri","43.68055556","2","-124.62388889","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","072815","070821","Sebastes crameri","9929","NA","2","0.7500","0","2","0.7500","200403015071","BJ Thomas"
"darkblotched rockfish","0.000088693211","2004-09-09 00:00:00","2004","144.1000","Sebastes crameri","43.54500000","2","-124.50361111","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","130452","124422","Sebastes crameri","10051","NA","12","1.6000","0","12","1.6000","200403015073","BJ Thomas"
"darkblotched rockfish","0.000182225480","2004-09-09 00:00:00","2004","202.4000","Sebastes crameri","43.45555556","2","-124.61750000","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","161335","155411","Sebastes crameri","10132","NA","11","3.9000","0","11","3.9000","200403015074","BJ Thomas"
"darkblotched rockfish","0.000131691975","2004-09-10 00:00:00","2004","273.7000","Sebastes crameri","43.12666667","2","-124.82583333","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","071539","065503","Sebastes crameri","10356","NA","5","2.6500","0","5","2.6500","200403015076","BJ Thomas"
"darkblotched rockfish","0.001189438773","2004-09-10 00:00:00","2004","214.5000","Sebastes crameri","42.59750000","2","-124.70944444","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","124915","122851","Sebastes crameri","10643","NA","45","21.7000","0","45","21.7000","200403015077","BJ Thomas"
"darkblotched rockfish","0.000118111256","2004-09-15 00:00:00","2004","156.9000","Sebastes crameri","41.65416667","3","-124.44833333","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","182557","180445","Sebastes crameri","11245","NA","8","2.5000","0","8","2.5000","200403015084","BJ Thomas"
"darkblotched rockfish","0.000026640005","2004-09-16 00:00:00","2004","411.1000","Sebastes crameri","41.00333333","3","-124.43916667","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","140228","134304","Sebastes crameri","11751","NA","1","0.5000","0","1","0.5000","200403015087","BJ Thomas"
"darkblotched rockfish","0.000076726618","2004-09-17 00:00:00","2004","126.6000","Sebastes crameri","40.73638889","3","-124.47472222","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","072345","070245","Sebastes crameri","11902","NA","9","1.5500","0","9","1.5500","200403015090","BJ Thomas"
"darkblotched rockfish","0.000012391787","2004-09-19 00:00:00","2004","118.1000","Sebastes crameri","39.17888889","3","-123.86666667","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","182837","180907","Sebastes crameri","13132","NA","4","0.2500","0","4","0.2500","200403015099","BJ Thomas"
"darkblotched rockfish","0.000002612477","2004-09-21 00:00:00","2004","113.3000","Sebastes crameri","38.17972222","3","-123.25416667","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","102603","100815","Sebastes crameri","13679","NA","2","0.0500","0","2","0.0500","200403015107","BJ Thomas"
"darkblotched rockfish","0.000006447712","2004-09-21 00:00:00","2004","100.1000","Sebastes crameri","38.24361111","3","-123.21722222","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","131613","125901","Sebastes crameri","13636","NA","2","0.1000","0","2","0.1000","200403015108","BJ Thomas"
"darkblotched rockfish","0.003079155521","2004-09-23 00:00:00","2004","183.2000","Sebastes crameri","37.42916667","3","-122.87638889","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","104306","102048","Sebastes crameri","14151","NA","37","9.4500","0","228","58.2790","200403015115","BJ Thomas"
"darkblotched rockfish","0.000086156665","2004-10-01 00:00:00","2004","177.1000","Sebastes crameri","35.32305556","4","-121.01861111","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","150228","144152","Sebastes crameri","15763","NA","17","1.9000","0","17","1.9000","200403015132","BJ Thomas"
"darkblotched rockfish","0.000012058200","2004-06-01 00:00:00","2004","350.9000","Sebastes crameri","36.57944444","1","-122.01027778","NA","","Satisfactory","Groundfish Triennial Shelf Survey","120216","113213","Sebastes crameri","79-013","NA","2","0.4000","0","2","0.4000","200406014011","Morning Star"
"darkblotched rockfish","0.000004111154","2004-06-02 00:00:00","2004","232.5000","Sebastes crameri","35.22888889","1","-121.00166667","NA","","Satisfactory","Groundfish Triennial Shelf Survey","161652","154546","Sebastes crameri","87-087","NA","1","0.1500","0","1","0.1500","200406014018","Morning Star"
"darkblotched rockfish","0.000143105252","2004-06-03 00:00:00","2004","265.0000","Sebastes crameri","34.93138889","1","-120.92166667","NA","","Satisfactory","Groundfish Triennial Shelf Survey","190132","183520","Sebastes crameri","89-098","NA","15","4.6500","0","15","4.6500","200406014024","Morning Star"
"darkblotched rockfish","0.000026586343","2004-06-04 00:00:00","2004","257.9000","Sebastes crameri","34.57527778","1","-120.82250000","NA","","Satisfactory","Groundfish Triennial Shelf Survey","111907","104713","Sebastes crameri","91-056","NA","1","0.2400","0","4","1.0120","200406014027","Morning Star"
"darkblotched rockfish","0.000017890105","2004-06-05 00:00:00","2004","401.2000","Sebastes crameri","34.90750000","1","-120.98694444","NA","","Satisfactory","Groundfish Triennial Shelf Survey","131730","124543","Sebastes crameri","89-060","NA","1","0.6500","0","1","0.6500","200406014033","Morning Star"
"darkblotched rockfish","0.000057227719","2004-06-05 00:00:00","2004","290.3000","Sebastes crameri","34.89250000","1","-120.93694444","NA","","Satisfactory","Groundfish Triennial Shelf Survey","190207","183031","Sebastes crameri","89-089","NA","7","2.1500","0","7","2.1500","200406014035","Morning Star"
"darkblotched rockfish","0.000016100880","2004-06-06 00:00:00","2004","303.7000","Sebastes crameri","35.55416667","1","-121.29555556","NA","","Satisfactory","Groundfish Triennial Shelf Survey","111744","104632","Sebastes crameri","85-039","NA","2","0.5500","0","2","0.5500","200406014038","Morning Star"
"darkblotched rockfish","0.000032884292","2004-06-07 00:00:00","2004","351.9000","Sebastes crameri","36.25250000","1","-122.01388889","NA","","Satisfactory","Groundfish Triennial Shelf Survey","194031","191831","Sebastes crameri","81-033","NA","3","0.8000","0","3","0.8000","200406014043","Morning Star"
"darkblotched rockfish","0.000026811195","2004-06-08 00:00:00","2004","338.2000","Sebastes crameri","36.22694444","1","-121.96583333","NA","","Satisfactory","Groundfish Triennial Shelf Survey","062306","060454","Sebastes crameri","81-038","NA","2","0.5000","0","2","0.5000","200406014044","Morning Star"
"darkblotched rockfish","0.001270581086","2004-06-08 00:00:00","2004","248.2000","Sebastes crameri","36.92333333","1","-122.31444444","NA","","Satisfactory","Groundfish Triennial Shelf Survey","145227","142557","Sebastes crameri","77-006","NA","110","39.0000","0","110","39.0000","200406014045","Morning Star"
"darkblotched rockfish","0.000022820151","2004-06-10 00:00:00","2004","301.6000","Sebastes crameri","37.23861111","1","-122.86888889","NA","","Satisfactory","Groundfish Triennial Shelf Survey","093527","090709","Sebastes crameri","75-049","NA","3","0.7500","0","3","0.7500","200406014055","Morning Star"
"darkblotched rockfish","0.000028894866","2004-06-10 00:00:00","2004","209.7000","Sebastes crameri","37.57944444","1","-123.01444444","NA","","Satisfactory","Groundfish Triennial Shelf Survey","192150","185502","Sebastes crameri","73-023","NA","3","0.9000","0","3","0.9000","200406014058","Morning Star"
"darkblotched rockfish","0.000018547551","2004-06-15 00:00:00","2004","136.3000","Sebastes crameri","38.56777778","1","-123.53972222","NA","","Satisfactory","Groundfish Triennial Shelf Survey","145931","142837","Sebastes crameri","67-105","NA","7","0.7000","0","7","0.7000","200406014077","Morning Star"
"darkblotched rockfish","0.000001376834","2004-06-16 00:00:00","2004","195.8000","Sebastes crameri","38.59277778","1","-123.67444444","NA","","Satisfactory","Groundfish Triennial Shelf Survey","081328","074234","Sebastes crameri","67-021","NA","1","0.0500","0","1","0.0500","200406014081","Morning Star"
"darkblotched rockfish","0.000538721192","2004-06-16 00:00:00","2004","289.0000","Sebastes crameri","38.89666667","1","-123.94305556","NA","","Satisfactory","Groundfish Triennial Shelf Survey","170157","163033","Sebastes crameri","65-029","NA","60","22.7500","0","60","22.7500","200406014084","Morning Star"
"darkblotched rockfish","0.000043185867","2004-06-17 00:00:00","2004","142.4000","Sebastes crameri","39.24250000","1","-123.92388889","NA","","Satisfactory","Groundfish Triennial Shelf Survey","124723","121929","Sebastes crameri","63-058","NA","10","1.6500","0","10","1.6500","200406014089","Morning Star"
"darkblotched rockfish","0.001769831669","2004-06-17 00:00:00","2004","246.4000","Sebastes crameri","39.25027778","1","-123.96250000","NA","","Satisfactory","Groundfish Triennial Shelf Survey","151824","144648","Sebastes crameri","63-034","NA","198","70.6900","0","198","70.6900","200406014090","Morning Star"
"darkblotched rockfish","0.000002171774","2004-06-18 00:00:00","2004","117.6000","Sebastes crameri","39.60416667","1","-123.88277778","NA","","Satisfactory","Groundfish Triennial Shelf Survey","064840","061710","Sebastes crameri","61-082","NA","1","0.1000","0","1","0.1000","200406014092","Morning Star"
"darkblotched rockfish","0.000076151932","2004-06-18 00:00:00","2004","156.5000","Sebastes crameri","39.58916667","1","-123.93833333","NA","","Satisfactory","Groundfish Triennial Shelf Survey","083638","080538","Sebastes crameri","61-051","NA","15","3.4500","0","15","3.4500","200406014093","Morning Star"
"darkblotched rockfish","0.000942876388","2004-06-18 00:00:00","2004","239.4000","Sebastes crameri","39.61000000","1","-123.96777778","NA","","Satisfactory","Groundfish Triennial Shelf Survey","135645","132803","Sebastes crameri","61-022","NA","97","38.7500","0","97","38.7500","200406014095","Morning Star"
"darkblotched rockfish","0.000588817942","2004-06-18 00:00:00","2004","258.3000","Sebastes crameri","39.87722222","1","-124.13277778","NA","","Satisfactory","Groundfish Triennial Shelf Survey","172451","165733","Sebastes crameri","59-011","NA","40","21.1500","0","40","21.1500","200406014096","Morning Star"
"darkblotched rockfish","0.000031686634","2004-06-19 00:00:00","2004","436.8000","Sebastes crameri","40.23638889","1","-124.58611111","NA","","Satisfactory","Groundfish Triennial Shelf Survey","202153","195041","Sebastes crameri","57-001","NA","1","0.9500","0","1","0.9500","200406014100","Morning Star"
"darkblotched rockfish","","2004-06-20 00:00:00","2004","375.8000","Sebastes crameri","40.55888889","1","-124.69416667","NA","","Unsatisfactory","Groundfish Triennial Shelf Survey","072253","064805","Sebastes crameri","55-006","NA","5","3.8500","0","5","3.8500","200406014101","Morning Star"
"darkblotched rockfish","0.000383421136","2004-06-20 00:00:00","2004","282.9000","Sebastes crameri","40.57000000","1","-124.67305556","NA","","Satisfactory","Groundfish Triennial Shelf Survey","103636","101148","Sebastes crameri","55-016","NA","23","12.6000","0","23","12.6000","200406014102","Morning Star"
"darkblotched rockfish","0.000153729468","2004-06-23 00:00:00","2004","423.6000","Sebastes crameri","40.90416667","2","-124.48416667","NA","","Satisfactory","Groundfish Triennial Shelf Survey","152231","145207","Sebastes crameri","53-021","NA","5","5.8500","0","5","5.8500","200406014106","Morning Star"
"darkblotched rockfish","0.007761636945","2004-06-23 00:00:00","2004","197.2000","Sebastes crameri","40.90194444","2","-124.40750000","NA","","Satisfactory","Groundfish Triennial Shelf Survey","174816","171758","Sebastes crameri","53-073","NA","158","102.7500","0","457","297.2500","200406014107","Morning Star"
"darkblotched rockfish","0.000067490540","2004-06-24 00:00:00","2004","168.8000","Sebastes crameri","41.24000000","2","-124.37111111","NA","","Satisfactory","Groundfish Triennial Shelf Survey","163141","161317","Sebastes crameri","51-041","NA","6","1.7000","0","6","1.7000","200406014112","Morning Star"
"darkblotched rockfish","0.000207084060","2004-06-24 00:00:00","2004","249.9000","Sebastes crameri","41.24166667","2","-124.40194444","NA","","Satisfactory","Groundfish Triennial Shelf Survey","192134","185343","Sebastes crameri","51-021","NA","11","6.9500","0","11","6.9500","200406014113","Morning Star"
"darkblotched rockfish","0.000052360724","2004-06-25 00:00:00","2004","382.0000","Sebastes crameri","41.59944444","2","-124.51055556","NA","","Satisfactory","Groundfish Triennial Shelf Survey","112739","111027","Sebastes crameri","49-008","NA","1","1.1000","0","1","1.1000","200406014115","Morning Star"
"darkblotched rockfish","0.000415378813","2004-06-25 00:00:00","2004","239.6000","Sebastes crameri","41.57388889","2","-124.49444444","NA","","Satisfactory","Groundfish Triennial Shelf Survey","134054","131124","Sebastes crameri","49-026","NA","31","17.0000","0","31","17.0000","200406014116","Morning Star"
"darkblotched rockfish","0.000252452228","2004-06-26 00:00:00","2004","214.3000","Sebastes crameri","41.94361111","2","-124.56888889","NA","","Satisfactory","Groundfish Triennial Shelf Survey","161933","155515","Sebastes crameri","47-056","NA","14","8.2000","0","14","8.2000","200406014126","Morning Star"
"darkblotched rockfish","0.000020819740","2004-06-26 00:00:00","2004","416.3000","Sebastes crameri","41.92083333","2","-124.58527778","NA","","Satisfactory","Groundfish Triennial Shelf Survey","191603","184439","Sebastes crameri","47-027","NA","1","0.8000","0","1","0.8000","200406014127","Morning Star"
"darkblotched rockfish","0.000021917382","2004-06-27 00:00:00","2004","151.1000","Sebastes crameri","42.55944444","2","-124.69083333","NA","","Satisfactory","Groundfish Triennial Shelf Survey","064628","061616","Sebastes crameri","43-068","NA","4","0.9000","0","4","0.9000","200406014128","Morning Star"
"darkblotched rockfish","0.000023152639","2004-06-27 00:00:00","2004","431.4000","Sebastes crameri","42.23027778","2","-124.66333333","NA","","Satisfactory","Groundfish Triennial Shelf Survey","121239","114127","Sebastes crameri","45-024","NA","1","0.9000","0","1","0.9000","200406014130","Morning Star"
