"studyName","Cycle","Event","Cast","Datetime UTC","Latitude (º)","Longitude (º)","Max Depth (m)","Notes"
P1208MV,Cycle1,235,25,"2012-08-08 17:30:00",33.73201,-122.9203,,
P1208MV,Cycle1,249,26,"2012-08-09 10:05:00",33.54768,-122.8609,,
P1208MV,Cycle2,257,27,"2012-08-10 09:03:00",34.57234,-123.0386,,
P1208MV,Cycle2,263,28,"2012-08-10 12:08:00",34.52457,-123.0789,,
P1208MV,Cycle2,272,29,"2012-08-10 17:45:00",34.43333,-123.0989,,
P1208MV,Cycle2,277,30,"2012-08-10 22:33:00",34.33028,-123.1297,,"only nutrient samples"
P1208MV,Cycle2,282,31,"2012-08-11 04:48:00",34.2402,-123.1817,,
P1208MV,Cycle2,289,32,"2012-08-11 09:31:00",34.09219,-123.2575,,
P1208MV,Cycle2,302,33,"2012-08-11 17:27:00",33.90755,-123.3088,,
P1208MV,Cycle2,312,34,"2012-08-12 02:51:00",33.70977,-123.2442,,
P1208MV,Cycle2,321,35,"2012-08-12 10:02:00",33.58129,-123.1776,,
P1208MV,Cycle3,329,36,"2012-08-13 09:03:00",34.54643,-122.5009,,
P1208MV,Cycle3,335,37,"2012-08-13 12:01:00",34.53516,-122.5012,,
P1208MV,Cycle3,344,38,"2012-08-13 17:30:00",34.53571,-122.504,,
P1208MV,Cycle3,353,39,"2012-08-14 04:10:00",,,,
P1208MV,Cycle3,360,40,"2012-08-14 09:01:00",34.49759,-122.4804,,
P1208MV,Cycle3,373,41,"2012-08-14 17:28:00",34.49992,-122.4573,,
P1208MV,Cycle3,380,42,"2012-08-15 04:14:00",34.50404,-122.4261,,
P1208MV,Cycle3,389,43,"2012-08-15 11:12:00",34.51345,-122.4025,,
P1208MV,Cycle4,400,44,"2012-08-16 09:00:00",34.5429,-123.2678,,
P1208MV,Cycle4,406,45,"2012-08-16 11:57:00",34.50884,-123.2842,,
P1208MV,Cycle4,415,46,"2012-08-16 17:30:00",34.46168,-123.3288,,
P1208MV,Cycle4,422,47,"2012-08-17 01:52:00",34.37244,-123.3858,,
P1208MV,Cycle4,428,48,"2012-08-17 09:02:00",34.31582,-123.4583,,
P1208MV,Cycle4,439,49,"2012-08-17 17:30:00",34.2261,-123.5331,,
P1208MV,Cycle4,448,50,"2012-08-18 01:30:00",34.14909,-123.6058,,
P1208MV,Cycle4,457,51,"2012-08-18 10:05:00",34.06398,-123.6868,,
P1208MV,Cycle5,469,52,"2012-08-19 08:09:00",34.0849,-123.3124,,
P1208MV,Cycle5,475,53,"2012-08-19 11:04:00",34.05032,-123.3607,,
P1208MV,Cycle5,484,54,"2012-08-19 17:31:00",33.95985,-123.469,,
P1208MV,Cycle5,489,55,"2012-08-20 02:11:00",33.94563,-123.4972,,
P1208MV,Cycle5,498,56,"2012-08-20 08:36:00",33.78283,-123.6193,,
P1208MV,EFront2,503,57,"2012-08-20 23:38:00",34.55758,-122.5212,,"EFfront 2 Cast 1"
P1208MV,EFront2,509,58,"2012-08-21 02:01:00",34.56417,-122.6166,,"EFfront 2 Cast 2"
P1208MV,EFront2,515,59,"2012-08-21 03:31:00",34.56749,-122.6653,,"EFfront 2 Cast 3"
P1208MV,EFront2,522,60,"2012-08-21 05:27:00",34.57217,-122.7134,,"EFfront 2 Cast 4"
P1208MV,EFront2,527,61,"2012-08-21 06:51:00",34.57499,-122.7616,,"EFfront 2 Cast 5"
P1208MV,EFront2,532,62,"2012-08-21 08:09:00",34.57838,-122.8096,,"EFfront 2 Cast 6"
P1208MV,EFront2,539,63,"2012-08-21 09:53:00",34.58216,-122.8578,,"EFfront 2 Cast 7"
P1208MV,EFront2,544,64,"2012-08-21 11:09:00",34.58476,-122.906,,"EFfront 2 Cast 8"
P1208MV,EFront2,553,65,"2012-08-21 13:15:00",34.58718,-122.9554,,"EFfront 2 Cast 9"
P1208MV,EFront2,556,66,"2012-08-21 14:42:00",34.59527,-123.0499,,"EFfront 2 Cast 10"
P1408MV,"Cycle 0",11,1,"2014-08-07 04:35:53",32.28112,-118.275,703,
P1408MV,"Cycle 0",20,2,"2014-08-08 10:42:56",34.26593,-120.7165,510,
P1408MV,"Cycle 1",71,3,"2014-08-11 09:05:24",34.51287,-120.7702,257,
P1408MV,"Cycle 1",77,4,"2014-08-11 12:37:22",34.55562,-120.7871,236,
P1408MV,"Cycle 1",89,5,"2014-08-11 18:45:46",34.60925,-120.8238,154,
P1408MV,"Cycle 1",94,6,"2014-08-11 22:40:15",34.65591,-120.8808,232,
P1408MV,"Cycle 1",97,7,"2014-08-12 03:06:43",34.68648,-120.9224,155,
P1408MV,"Cycle 1",107,8,"2014-08-12 09:43:58",34.72423,-121.0039,408,"various bottles did not trip.  Sampling bottle numbers were changed"
P1408MV,"Cycle 1",118,9,"2014-08-12 17:44:35",34.76128,-121.0811,459,
P1408MV,"Cycle 1",125,10,"2014-08-13 02:07:15",34.78368,-121.1581,477,
P1408MV,"Cycle 1",132,11,"2014-08-13 08:56:34",34.81323,-121.2174,500,
P1408MV,"Cycle 1",144,12,"2014-08-13 17:31:48",34.83061,-121.2655,356,
P1408MV,"Cycle 1",149,13,"2014-08-14 01:09:55",34.85176,-121.3096,405,
P1408MV,"Cycle 1",158,14,"2014-08-14 09:55:09",34.86689,-121.3611,406,"last cast cycle 1"
P1408MV,"Cycle 0",163,15,"2014-08-14 19:17:23",34.42419,-121.033,1015,
P1408MV,"Cycle 0",172,16,"2014-08-15 03:37:39",34.51387,-121.1397,996,
P1408MV,"Cycle 0",181,17,"2014-08-16 05:33:14",34.40977,-120.6051,249,
P1408MV,"Cycle 0",189,18,"2014-08-16 20:12:00",34.32942,-120.7948,711,
P1408MV,"Cycle 2",201,19,"2014-08-17 09:53:49",34.26789,-120.8229,711,
P1408MV,"Cycle 2",207,20,"2014-08-17 12:45:59",34.26449,-120.8244,711,
P1408MV,"Cycle 2",218,21,"2014-08-17 18:10:20",34.23954,-120.8162,702,
P1408MV,"Cycle 2",223,22,"2014-08-18 01:30:07",34.22484,-120.8405,763,
P1408MV,"Cycle 2",230,23,"2014-08-18 09:42:40",34.17487,-120.8699,711,
P1408MV,"Cycle 2",244,24,"2014-08-18 17:44:22",34.15619,-120.8902,706,"between down and up cast we drifted into water with different Fluors etc.  10 m change in the MLD between up and down cast."
P1408MV,"Cycle 2",250.1,25,"2014-08-19 01:58:42",34.14953,-120.9002,712,
P1408MV,"Cycle 2",252,26,"2014-08-19 08:57:33",34.11518,-120.9205,710,
P1408MV,"Cycle 2",265,27,"2014-08-19 17:33:14",34.10368,-120.9408,707,
P1408MV,"Cycle 2",272,28,"2014-08-20 01:14:12",34.11769,-120.9401,965,
P1408MV,"Cycle 2",284,29,"2014-08-20 10:12:32",34.0919,-120.9657,711,"last cast cycle 2"
P1408MV,"Cycle 0",300,30,"2014-08-21 21:26:07",34.37563,-121.3882,1020,
P1408MV,"Cycle 3",308,31,"2014-08-22 08:58:31",34.38674,-121.3926,710,
P1408MV,"Cycle 3",314,32,"2014-08-22 11:46:34",34.39025,-121.3777,508,
P1408MV,"Cycle 3",324,33,"2014-08-22 18:19:25",34.40119,-121.3424,710,
P1408MV,"Cycle 3",331,34,"2014-08-23 02:39:00",34.39551,-121.292,711,
P1408MV,"Cycle 3",340,35,"2014-08-23 09:46:43",34.4141,-121.2787,711,
P1408MV,"Cycle 3",352,36,"2014-08-23 17:45:33",34.41176,-121.2232,711,
P1408MV,"Cycle 3",359,37,"2014-08-24 01:55:14",34.41217,-121.1622,711,
P1408MV,"Cycle 3",366,38,"2014-08-24 09:03:12",34.42529,-121.1457,712,
P1408MV,"Cycle 3",378,39,"2014-08-24 17:50:48",34.42006,-121.0989,709,
P1408MV,"Cycle 3",383,40,"2014-08-25 00:59:51",34.41584,-121.0464,708,
P1408MV,"Cycle 3",392,41,"2014-08-25 09:58:27",34.4337,-121.021,693,"cycle 3 last cast"
P1408MV,"Cycle 4",402,42,"2014-08-26 09:05:00",33.52164,-122.5587,709,"first cast cycle 4"
P1408MV,"Cycle 4",408,43,"2014-08-26 12:09:00",33.52219,-122.5405,1015,
P1408MV,"Cycle 4",420,44,"2014-08-26 19:01:00",33.52927,-122.5296,705,
P1408MV,"Cycle 4",428,45,"2014-08-27 08:58:00",33.53822,-122.5105,105,"Naval restrictions prevented us from going deeper"
P1408MV,"Cycle 4",441,46,"2014-08-27 17:53:00",33.56733,-122.4755,105,
P1408MV,"Cycle 4",446,47,"2014-08-28 02:11:00",33.58955,-122.4513,106,
P1408MV,"Cycle 4",454,48,"2014-08-28 08:58:00",33.60365,-122.4411,716,
P1408MV,"Cycle 4",468,49,"2014-08-28 18:19:00",33.6121,-122.4328,710,
P1408MV,"Cycle 4",477,50,"2014-08-29 05:14:00",33.61209,-122.3842,205,
P1408MV,"Cycle 4",486,51,"2014-08-29 10:45:00",33.63705,-122.401,711,"last cast cycle 4"
P1408MV,"Cycle 5",496,52,"2014-08-30 09:06:00",32.87864,-123.8983,710,
P1408MV,"Cycle 5",502,53,"2014-08-30 11:42:00",32.87291,-123.896,1015,
P1408MV,"Cycle 5",513,54,"2014-08-30 17:49:00",32.86121,-123.8894,711,
P1408MV,"Cycle 5",520,55,"2014-08-31 03:41:00",32.86444,-123.87,3024,
P1408MV,"Cycle 5",527,56,"2014-08-31 10:25:00",32.84071,-123.8673,311,"cast was late so we went only to 300"
P1408MV,"Cycle 5",539,57,"2014-08-31 18:01:00",32.83792,-123.8693,711,"Transmissometer problems - switched volt channels; now V4 Trans; V5 Altm
new con file:  MV1406-default-02_upv.com"
P1408MV,"Cycle 5",547,58,"2014-09-01 01:46:00",32.83059,-123.8651,3017,
P1408MV,"Cycle 5",554,59,"2014-09-01 09:11:00",32.81141,-123.8689,710,
P1408MV,"Cycle 5",566,60,"2014-09-01 17:49:00",32.81117,-123.8619,714,
P1408MV,"Cycle 5",575,61,"2014-09-02 01:29:00",32.79699,-123.8729,708,
P1408MV,"Cycle 5",585,62,"2014-09-02 08:59:00",32.77382,-123.8738,709,"last cast cycle 5"
P1408MV,MVP1,27,900,"2014-08-08 13:53:00",34.25162,-120.5953,,"sample taken from the ship's clean seawater line"
P1408MV,MVP1,28,901,"2014-08-08 14:33:00",34.34641,-120.5615,,"sample taken from the ship's clean seawater line"
P1408MV,MVP1,29,902,"2014-08-08 15:02:00",34.4139,-120.5368,,"sample taken from the ship's clean seawater line"
P1408MV,MVP1,30,903,"2014-08-08 17:09:00",34.30883,-120.7021,,"sample taken from the ship's clean seawater line"
P1408MV,MVP1,31,904,"2014-08-08 17:51:00",34.40239,-120.6531,,"sample taken from the ship's clean seawater line"
P1408MV,MVP1,32,905,"2014-08-08 18:34:00",34.49602,-120.6033,,"sample taken from the ship's clean seawater line"
P1408MV,MVP1,33,906,"2014-08-08 20:20:00",34.37939,-120.8107,,"sample taken from the ship's clean seawater line"
P1408MV,MVP1,34,907,"2014-08-08 21:12:00",34.45555,-120.7394,,"sample taken from the ship's clean seawater line"
P1408MV,MVP1,35,908,"2014-08-08 21:58:00",34.53144,-120.6684,,"sample taken from the ship's clean seawater line"
P1408MV,MVP1,36,909,"2014-08-08 23:43:00",34.46908,-120.8857,,"sample taken from the ship's clean seawater line"
P1408MV,MVP1,37,910,"2014-08-09 00:22:00",34.5235,-120.8003,,"sample taken from the ship's clean seawater line"
P1408MV,MVP1,38,911,"2014-08-09 01:02:00",34.57758,-120.716,,"sample taken from the ship's clean seawater line"
P1408MV,MVP1,39,912,"2014-08-09 01:50:00",34.57809,-120.8119,,"sample taken from the ship's clean seawater line"
P1408MV,MVP1,40,913,"2014-08-09 02:24:00",34.57853,-120.9084,,"sample taken from the ship's clean seawater line"
P1408MV,SeaSoar1,45,914,"2014-08-09 07:18:00",34.63046,-121.1765,,"sample taken from the ship's clean seawater line"
P1408MV,SeaSoar1,46,915,"2014-08-09 07:55:00",34.60551,-121.2704,,"sample taken from the ship's clean seawater line"
P1408MV,SeaSoar1,47,916,"2014-08-09 08:34:00",34.58126,-121.3666,,"sample taken from the ship's clean seawater line"
P1408MV,SeaSoar1,48,917,"2014-08-09 09:12:00",34.55709,-121.4619,,"sample taken from the ship's clean seawater line"
P1408MV,SeaSoar1,49,918,"2014-08-09 09:50:00",34.5334,-121.5558,,"sample taken from the ship's clean seawater line"
P1408MV,SeaSoar1,50,919,"2014-08-09 10:20:00",34.51524,-121.6274,,"sample taken from the ship's clean seawater line"
P1408MV,SeaSoar1,51,920,"2014-08-09 14:55:00",34.5688,-121.035,,"sample taken from the ship's clean seawater line"
P1408MV,SeaSoar1,52,921,"2014-08-09 15:25:00",34.59058,-120.9541,,"sample taken from the ship's clean seawater line"
P1408MV,SeaSoar1,53,922,"2014-08-09 16:15:00",34.50275,-120.9151,,"sample taken from the ship's clean seawater line"
P1408MV,SeaSoar1,54,923,"2014-08-09 16:47:00",34.4763,-120.994,,"sample taken from the ship's clean seawater line"
P1408MV,SeaSoar1,55,924,"2014-08-09 17:31:00",34.44755,-121.0999,,"sample taken from the ship's clean seawater line"
P1408MV,SeaSoar1,56,925,"2014-08-09 18:11:00",34.42112,-121.1973,,"sample taken from the ship's clean seawater line"
P1408MV,SeaSoar1,57,926,"2014-08-09 18:54:00",34.39345,-121.299,,"sample taken from the ship's clean seawater line"
P1408MV,SeaSoar1,58,927,"2014-08-09 19:37:00",34.36559,-121.4017,,"sample taken from the ship's clean seawater line"
P1408MV,SeaSoar1,59,928,"2014-08-09 20:20:00",34.33781,-121.5041,,"sample taken from the ship's clean seawater line"
P1408MV,SeaSoar1,60,929,"2014-08-09 20:51:00",34.31589,-121.5847,,"sample taken from the ship's clean seawater line"
P1408MV,SeaSoar1,61,930,"2014-08-10 03:43:00",34.3315,-120.7335,,"sample taken from the ship's clean seawater line"
P1408MV,SeaSoar1,62,931,"2014-08-10 04:23:00",34.30315,-120.8278,,"sample taken from the ship's clean seawater line"
P1408MV,SeaSoar1,63,932,"2014-08-10 05:03:00",34.2752,-120.9319,,"sample taken from the ship's clean seawater line"
P1408MV,SeaSoar1,64,933,"2014-08-10 05:43:00",34.24699,-121.0371,,"sample taken from the ship's clean seawater line"
P1408MV,SeaSoar1,65,934,"2014-08-10 06:23:00",34.21902,-121.1412,,"sample taken from the ship's clean seawater line"
P1408MV,SeaSoar1,66,935,"2014-08-10 07:01:00",34.19146,-121.2433,,"sample taken from the ship's clean seawater line"
P1408MV,SeaSoar1,67,936,"2014-08-10 07:42:00",34.16317,-121.3492,,"sample taken from the ship's clean seawater line"
P1408MV,Line90Transect,592,937,"2014-09-03 08:00:00",32.13036,-120.666,,"sample taken from the ship's clean seawater line"
P1408MV,Line90Transect,595,938,"2014-09-03 09:45:00",32.2269,-120.4735,,"sample taken from the ship's clean seawater line"
P1408MV,Line90Transect,596,939,"2014-09-03 11:08:00",32.31224,-120.3006,,"sample taken from the ship's clean seawater line"
P1408MV,Line90Transect,597,940,"2014-09-03 12:27:00",32.40065,-120.121,,"sample taken from the ship's clean seawater line"
P1408MV,Line90Transect,599,941,"2014-09-03 13:47:00",32.48917,-119.9415,,"sample taken from the ship's clean seawater line"
P1408MV,Line90Transect,602,942,"2014-09-03 15:14:00",32.58073,-119.755,,"sample taken from the ship's clean seawater line"
P1408MV,Line90Transect,603,943,"2014-09-03 16:06:00",32.62546,-119.665,,"sample taken from the ship's clean seawater line"
P1408MV,Line90Transect,607,944,"2014-09-03 17:04:00",32.67408,-119.5666,,"sample taken from the ship's clean seawater line"
P1408MV,Line90Transect,611,945,"2014-09-03 18:16:00",32.71658,-119.4806,,"sample taken from the ship's clean seawater line"
P1408MV,Line90Transect,614,946,"2014-09-03 19:08:00",32.76099,-119.3903,,"sample taken from the ship's clean seawater line"
P1408MV,Line90Transect,615,947,"2014-09-03 20:36:00",32.85144,-119.2045,,"sample taken from the ship's clean seawater line"
P1408MV,Line90Transect,616,948,"2014-09-03 22:30:00",33.05236,-119.0997,,"sample taken from the ship's clean seawater line"
P1408MV,Line90Transect,617,949,"2014-09-03 23:59:00",33.14061,-118.9326,,"sample taken from the ship's clean seawater line"
P1408MV,Line90Transect,619,950,"2014-09-04 01:24:00",33.21982,-118.755,,"sample taken from the ship's clean seawater line"
P1408MV,Line90Transect,623,951,"2014-09-04 02:17:00",33.26029,-118.6652,,"sample taken from the ship's clean seawater line"
P1604,TestCasts,7.2,1,"2016-04-19 18:16:17",33.31053,-118.9837,15,"The ISUS nitrate sensor was not used on this cruise"
P1604,TestCasts,11,2,"2016-04-20 16:39:19",33.30037,-118.9959,501,
P1604,"Cycle 1",29,4,"2016-04-22 09:33:39",32.97706,-123.0257,501,
P1604,"Cycle 1",38,5,"2016-04-22 18:13:05",33.01961,-122.9661,501,
P1604,"Cycle 1",42,6,"2016-04-23 01:03:43",33.03849,-122.9464,501,
P1604,"Cycle 1",49,7,"2016-04-23 09:23:43",33.08709,-122.9422,501,
P1604,"Cycle 0",60,8,"2016-04-25 03:19:49",32.6952,-117.3607,251,
P1604,"Cycle 0",77,9,"2016-04-25 14:10:11",32.79971,-117.5319,701,
P1604,"Cycle 0",83,10,"2016-04-27 17:33:34",33.43246,-122.628,501,
P1604,"Cycle 0",84,11,"2016-04-27 23:33:55",33.39338,-123.2152,500,
P1604,"Cycle 0",89,12,"2016-04-28 22:57:27",33.5955,-122.2025,606,
P1604,"Cycle 0",92,13,"2016-04-29 02:01:13",33.5913,-122.2003,3004,
P1604,"Cycle 2",98,14,"2016-04-29 09:12:16",33.58625,-122.2102,501,
P1604,"Cycle 2",111,15,"2016-04-29 18:03:06",33.55518,-122.129,502,
P1604,"Cycle 2",116,16,"2016-04-30 01:08:31",33.56833,-122.123,502,
P1604,"Cycle 2",125,17,"2016-04-30 09:27:01",33.52115,-122.0636,501,
P1604,"Cycle 2",132.2,18,"2016-04-30 18:14:44",33.526333,-122.036,502,
P1604,"Cycle 2",136,19,"2016-05-01 02:07:04",33.47547,-122.0004,502,
P1604,"Cycle 2",144,20,"2016-05-01 09:13:30",33.46712,-121.9671,501,
P1604,"Cycle 2",157,21,"2016-05-01 18:05:27",33.47333,-121.9383,501,
P1604,"Cycle 2",165,22,"2016-05-02 02:55:48",33.44817,-121.898,502,
P1604,"Cycle 2",174,23,"2016-05-02 09:07:05",33.45971,-121.8704,501,
P1604,"Cycle 3",184,24,"2016-05-03 06:44:41",34.80234,-121.2711,402,
P1604,"Cycle 3",188,25,"2016-05-03 09:08:26",34.79821,-121.2781,401,
P1604,"Cycle 3",196.2,26,"2016-05-03 18:07:56",34.763833,-121.292833,500,
P1604,"Cycle 3",200,27,"2016-05-04 01:04:50",34.72321,-121.2801,502,
P1604,"Cycle 3",211,28,"2016-05-04 09:08:47",34.66748,-121.2795,502,
P1604,"Cycle 3",222,29,"2016-05-04 18:07:01",34.61442,-121.2491,501,"As of Cast 29  RincoIII sensor data were not recorded properly because of a con-file error"
P1604,"Cycle 3",227.1,30,"2016-05-05 02:02:40",34.55798,-121.2017,200,
P1604,"Cycle 3",236,31,"2016-05-05 09:06:40",34.49893,-121.2228,501,
P1604,"Cycle 3",251,32,"2016-05-05 18:39:57",34.41723,-121.2227,1000,
P1604,"Cycle 3YoYo",254,33,"2016-05-05 21:51:15",34.40615,-121.2132,202,
P1604,"Cycle 3YoYo",,34,"2016-05-05 22:12:47",,,200,
P1604,"Cycle 3YoYo",,35,"2016-05-05 22:34:11",,,200,
P1604,"Cycle 3YoYo",,36,"2016-05-05 22:53:10",,,201,
P1604,"Cycle 3YoYo",257,37,"2016-05-06 01:05:22",34.39715,-121.2102,199,
P1604,"Cycle 3YoYo",,38,"2016-05-06 01:24:09",,,200,
P1604,"Cycle 3YoYo",,39,"2016-05-06 01:42:46",,,199,
P1604,"Cycle 3YoYo",,40,"2016-05-06 02:01:29",,,200,
P1604,"Cycle 3",,41,"2016-05-06 02:19:58",,,201,
P1604,"Cycle 3",264,42,"2016-05-06 09:07:29",34.2771,-121.172,501,
P1604,"Cycle 3",271,43,"2016-05-06 16:06:55",34.38338,-121.2244,200,
P1604,"Cycle 4",283,44,"2016-05-07 06:12:31",34.43634,-120.6905,201,
P1604,"Cycle 4",287,45,"2016-05-07 09:24:06",34.44363,-120.7007,302,
P1604,"Cycle 4",298,46,"2016-05-07 18:07:58",34.46778,-120.7077,302,
P1604,"Cycle 4",303,47,"2016-05-08 01:04:37",34.47458,-120.7328,301,
P1604,"Cycle 4",314,48,"2016-05-08 09:05:36",34.49891,-120.7824,302,
P1604,"Cycle 4",325,49,"2016-05-08 18:05:58",34.51473,-120.8002,301,
P1604,"Cycle 4",332,50,"2016-05-09 02:03:32",34.53174,-120.8359,151,
P1604,"Cycle 4",339,51,"2016-05-09 09:07:12",34.53391,-120.8731,401,
P1604,"Cycle 4",350,52,"2016-05-09 18:07:12",34.53614,-120.8859,500,
P1604,"Cycle 4",353.1,53,"2016-05-09 23:45:14",34.54898,-120.9023,201,
P1604,"Cycle 4",360,54,"2016-05-10 08:59:30",34.54394,-120.9405,501,
P1604,BBL_Study,365,55,"2016-05-10 14:27:20",34.38089,-121.0998,152,
P1604,BBL_Study,368,56,"2016-05-10 19:47:50",35.08661,-120.7697,64,
P1604,BBL_Study,372,57,"2016-05-10 22:21:36",34.88518,-120.7376,59,
P1604,BBL_Study,376,58,"2016-05-11 00:35:56",34.69517,-120.7097,51,
P1604,BBL_Study,381,59,"2016-05-11 02:18:01",34.56226,-120.7112,73,
P1604,BBL_Study,385,60,"2016-05-11 04:27:08",34.45625,-120.5208,65,
P1604,BBL_Study,390,61,"2016-05-11 06:00:39",34.41412,-120.4127,70,
P1604,"Cycle 0",395,62,"2016-05-11 10:14:19",34.00734,-120.9557,1001,
